UserID,City,State,Country,Location,Age,Zipcode,PaymentNumber,Password,Name
77900,st.michael, minnesota, usa,"st.michael , minnesota , usa",64,55313,188954691,BZs670pBOcRfPMz3,Lynn English
78655,kansas city, missouri, usa,"kansas city , missouri , usa",60,64030,296592007,g2yyWxvoC,Andrew Marcotte
79870,spokane, washington, usa,"spokane , washington , usa",52,99201,355560475,aOMwHNZGv2jSSxW,Barry Boyles
80993,ft.lewis, washington, usa,"ft.lewis , washington , usa",26,98433,665188470,mjAdMv70xn,Keith Barnes
81498,long branch, new jersey, usa,"long branch , new jersey , usa",40,07740,196794596,QO2q4V,Judith Christie
82602,eugene, oregon, usa,"eugene , oregon , usa",48,97401,192474989,2FuGPu,James Grant
90693,kensington, maryland, usa,"kensington , maryland , usa",63,20895,732595573,NyFq4w,Georgia Goodstein
93465,west saint paul, minnesota, usa,"west saint paul , minnesota , usa",23,55118,460050362,OkBfmJz,Leroy Sullivan
94399,spokane, washington, usa,"spokane , washington , usa",37,99201,459051153,aVhHYq,Dustin Chavez
95050,columbus, montana, usa,"columbus , montana , usa",55,59019,752535402,TqOK9QMhnOUHeqH,Ricky Eger
97025,elizabeth city, north carolina, usa,"elizabeth city , north carolina , usa",31,27906,582587729,Jbzw0HnTML,Barry Tucker
98010,portland, oregon, usa,"portland , oregon , usa",61,94135,497210846,gUHKHV9eRV,Ashley Thornton
98306,asheville, north carolina, usa,"asheville , north carolina , usa",24,28715,781482242,YuhO4R9i4xnv4m,Julie Ellis
98427,seattle, washington, usa,"seattle , washington , usa",28,98101,238760441,3e4OguL,Robert Atkinson
98917,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",52,87101,180020751,p6zBnL,Linda Rose
100556,great falls, montana, usa,"great falls , montana , usa",24,59401,581386019,7nhYyYgfnx,Marc Toland
101602,bismark, north dakota, usa,"bismark , north dakota , usa",65,58501,299341338,1wcHWoVhGISYyB,Jody Turner
103197,toms river, new jersey, usa,"toms river , new jersey , usa",30,08732,610565233,3ztM8HxRhru,Craig Aldrich
103440,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",56,87101,422021254,SyyYjg,Christina Knudsen
104614,saint paul, minnesota, usa,"saint paul , minnesota , usa",49,55101,451294947,9rLb1kv,Ralph Albert
105913,lacey, washington, usa,"lacey , washington , usa",50,98503,196332568,ULYzb2vphDyH,Juan Prestwich
106094,dickinson, north dakota, usa,"dickinson , north dakota , usa",44,58601,729257694,dNmADO7yGR3,Wilson Avila
111521,portland, oregon, usa,"portland , oregon , usa",19,94135,212474564,pAtcvLhygoFAKiw,Maria Martin
112599,procterville, ohio, usa,"procterville , ohio , usa",21,45669,186890778,zrpKxs80oYWhBrq,Douglas Hussein
115530,west bend, wisconsin, usa,"west bend , wisconsin , usa",51,53095,765709317,4esBTR8ZVs,Ginger Wallace
115712,baltimore, maryland, usa,"baltimore , maryland , usa",65,21201,224079370,8bRNKz,Sheila Johnson
119432,webbers falls, oklahoma, usa,"webbers falls , oklahoma , usa",52,74470,639949557,jw5vNbv,Ryan Gilliam
120397,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",35,87101,793900350,yqRYJmfniDFzBA,Michael Porter
124938,indianapolis, indiana, usa,"indianapolis , indiana , usa",51,46113,736299768,cGp1zw,Jill Scruggs
128466,olympia, washington, usa,"olympia , washington , usa",40,98506,257565621,B4rKNMcT,Larry Stewart
129746,punxsutawney, pennsylvania, usa,"punxsutawney , pennsylvania , usa",31,15767,499225503,4bSRxv2FEK,Jarrod Alexander
129937,reno, nevada, usa,"reno , nevada , usa",22,89433,272103491,ASOB3IWXrOxI,Eugene Frank
131215,holden, massachusetts, usa,"holden , massachusetts , usa",26,01520,213037568,OhE9fyWqPg,Louis Mcclain
132127,uniontown, ohio, usa,"uniontown , ohio , usa",60,44685,374017316,UVH2iCR8IxDjOmRA,Mary Goza
133484,xenia, ohio, usa,"xenia , ohio , usa",19,45385,284523384,D00sBrDy1kzoswaY,Melissa Payne
135585,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",38,87101,461741821,vL9Zo4T42,Mary Sapienza
136256,ionia, michigan, usa,"ionia , michigan , usa",24,48846,246709388,zotnvPRHafucU,Hans Rivera
137651,duluth, minnesota, usa,"duluth , minnesota , usa",27,55802,162056927,BF8cvA1UVqzzUwSS,Cecily Boucher
138909,burke, virginia, usa,"burke , virginia , usa",34,22153,317093453,W1xyIHDIZ,Billy Camp
139245,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",30,87101,603278234,ojCzrShw2vwzW,Joe Bakken
140516,seattle, washington, usa,"seattle , washington , usa",37,98101,184124249,rXPCU1ndMVcjG9vC,Janet Vandemark
142730,hurricane, west virginia, usa,"hurricane , west virginia , usa",43,25526,733516282,gBuLOr,Nathan Lynch
142777,cottage grove, minnesota, usa,"cottage grove , minnesota , usa",57,55016,528426736,B4DtBM6RkwRKJpO,Jenny Hostetter
143066,myrtle beach, south carolina, usa,"myrtle beach , south carolina , usa",32,29572,456976890,q1nJIVDe97oaxGcw,Andy Linn
147500,albquerque, new mexico, usa,"albquerque , new mexico , usa",42,87101,492710940,fL7mhSbjMTB,Danielle Damboise
150240,clarksville, maryland, usa,"clarksville , maryland , usa",52,21029,258283904,9O2KrIn9iiksr1,Andrew Rieck
150640,durham, north carolina, usa,"durham , north carolina , usa",39,27517,353828619,QZlM4y9,Marguerite Richard
152284,st. charles, missouri, usa,"st. charles , missouri , usa",22,63301,749438585,xqLZiSW83T,Bonnie Miller
155308,cedarville, ohio, usa,"cedarville , ohio , usa",34,45314,637334186,6LPpnvU8B1,Edward Davis
157454,albuqurque, new mexico, usa,"albuqurque , new mexico , usa",58,87101,209604084,1rvYDU27Z,Joseph Butler
158066,tomball, texas, usa,"tomball , texas , usa",38,77375,207703907,AWGaB2K8wfz9r21g,Carmen Lee
159484,galesburg, michigan, usa,"galesburg , michigan , usa",43,49053,433604871,t6hpFcnZ,Helen Moore
162622,gainesville, missouri, usa,"gainesville , missouri , usa",51,65655,224412714,ICODbqMTelOLogqw,Stephen Smith
164555,mondovi, wisconsin, usa,"mondovi , wisconsin , usa",48,54755,703810306,NjXqOF,Mary Leonard
169138,surrey, north dakota, usa,"surrey , north dakota , usa",34,58785,452798631,8XkSNXwDOwy,Denise Hall
169350,coopersburg, pennsylvania, usa,"coopersburg , pennsylvania , usa",64,18036,346665655,T3nFTJG1E,Kelley Estorga
169673,lake elmo, minnesota, usa,"lake elmo , minnesota , usa",62,55042,371166393,4Mru6yN8f1nC,Valerie Tate
171011,pipe creek, texas, usa,"pipe creek , texas , usa",21,78063,425176016,l6rBfygujnc,David Reiter
171501,plymouth, minnesota, usa,"plymouth , minnesota , usa",49,55441,238785460,7al1Wfjw53,John Thomas
171758,cambridge, maryland, usa,"cambridge , maryland , usa",37,21613,750271110,vgcMrpWijA7,Randy Peoples
173468,charlotte, north carolina, usa,"charlotte , north carolina , usa",45,28105,291201873,WcEKJwVrM2MDz,Mitzi Mangum
177120,chippewa falls, wisconsin, usa,"chippewa falls , wisconsin , usa",41,54729,184505563,vXJyQfv,William Lark
179563,belmont, wisconsin, usa,"belmont , wisconsin , usa",24,53510,355106042,tRQ61T9pgMHT,Tiffani Greathouse
179613,portland, oregon, usa,"portland , oregon , usa",46,94135,431676557,oxmz8bjP5,Shirley Blank
181524,san antonio, texas, usa,"san antonio , texas , usa",51,78006,565204811,VqllLy1HIBhcbq,Lisa Olsen
182061,baltimore, maryland, usa,"baltimore , maryland , usa",53,21201,665083051,SbAXr3fRdguBpw2,Sue Babcock
184317,redmond, washington, usa,"redmond , washington , usa",40,98008,164443418,3UFAX5f3UF5i,Michael Smith
184319,lenoir  city, tennessee, usa,"lenoir  city , tennessee , usa",63,37771,394715872,Ms84DQDCmnJ4NMU,Millicent Thomas
188885,knoxville, tennessee, usa,"knoxville , tennessee , usa",36,37901,360331377,W6JkdQDIvDJb,Samuel Mejias
193763,lacey, washington, usa,"lacey , washington , usa",24,98503,690858226,4UuQOKfQ,Sharon Mullett
194446,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",30,87101,536008072,QfDtXoGrPzwMduYt,Jared Leverette
197781,easthampton, massachusetts, usa,"easthampton , massachusetts , usa",38,01027,183928183,5JHnivMKLkBqlj,Patricia Bradley
197788,havertown, pennsylvania, usa,"havertown , pennsylvania , usa",57,19083,667359206,Kcpxr3F3ZHQNb,Louis Cormier
200355,portland, oregon, usa,"portland , oregon , usa",44,94135,730394626,IyA3E9Hyw5,Paul Stanton
201665,san antonio, texas, usa,"san antonio , texas , usa",52,78006,428855401,3nPo0Bs,James Coe
203264,vancouver, washington, usa,"vancouver , washington , usa",39,98607,761446169,8rqRJfuktuJ09,Nora Burns
203507,las vegas, nevada, usa,"las vegas , nevada , usa",33,88901,354972690,WR13zyAXjE9h,Ella Cimino
204097,waukesha, wisconsin, usa,"waukesha , wisconsin , usa",57,53072,653936371,2KPvwimOGTi4Ogbz,Lea Hunt
204619,chatham, new jersey, usa,"chatham , new jersey , usa",51,07078,434768140,pwSTnyg9Zngo3h,Jon Dye
207179,nashville, tennessee, usa,"nashville , tennessee , usa",47,37011,372479252,ZvLsXpinOL,Natalie Charron
208511,omaha, nebraska, usa,"omaha , nebraska , usa",63,68007,213467111,hvZ0mgcCYuv7JLQO,Rose Goldberg
209411,portland, oregon, usa,"portland , oregon , usa",46,94135,317624796,DY3c0mJdqewmG,David Grover
210601,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",55,87101,369688838,qt95wdd6Lf,Kathryn Rabello
212651,st. louis, missouri, usa,"st. louis , missouri , usa",32,63101,157570836,xlEcY0Bw4pK,Jack Ervin
214504,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",37,87101,650977609,0ooyIo,Elaine Denson
216379,mount airy, maryland, usa,"mount airy , maryland , usa",52,21771,236614539,N4rI39X2UlpYjSK,Daniel Gonzalez
216935,austin, texas, usa,"austin , texas , usa",31,78652,721918349,xE56NCM,Robert Jordan
218261,olympia, washington, usa,"olympia , washington , usa",55,98506,715912701,oQLQlMv8eMZ8iVL,Pamela Iannaccone
219089,cedar springs, michigan, usa,"cedar springs , michigan , usa",58,49319,735366153,hkwXd91ZoSH0,Matthew Borowski
219866,houston, texas, usa,"houston , texas , usa",25,77001,566383286,znqAcOQ,Robert Brown
222667,bellevue, washington, usa,"bellevue , washington , usa",55,98004,752127242,x110Ph,Zelda Yarbrough
223595,sanintonio, texas, usa,"sanintonio , texas , usa",44,78006,608397891,3fD7dZ01,Earnestine Lefever
224201,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",57,87101,791396370,or0iyuZutukauVM,David Sweeten
224853,san diego, california, usa,"san diego , california , usa",25,92142,203657737,RT4nvG,Adell Henderson
225887,chicago, illinois, usa,"chicago , illinois , usa",34,92103,395671756,o3mg8gr2FcO,Lee Brooks
226779,winter springs, florida, usa,"winter springs , florida , usa",30,92119,659137362,UCRu8aOH0ZNUT,Peggy Russell
228468,rindge, new hampshire, usa,"rindge , new hampshire , usa",41,03461,421738418,fySRwRZE3jDyls,Cornelius Coburn
229015,richmond, virginia, usa,"richmond , virginia , usa",40,23173,381399074,h2Y5urN9Xni860QL,Timothy Coffey
229857,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",24,87101,705893354,9n0yJ58,Lisa Solis
230225,san antonio, texas, usa,"san antonio , texas , usa",56,78006,590002822,0C7dpRxlRRxSnL,Richard Coleman
230838,olympia, washington, usa,"olympia , washington , usa",40,98506,503709394,7HuwXP8q4wIyP9,Kathy Lewis
231282,west lawn, pennsylvania, usa,"west lawn , pennsylvania , usa",61,19609,422919361,KGzHpNxYR27Qh7x,James Walker
233708,eagan, minnesota, usa,"eagan , minnesota , usa",59,55121,779643400,gq89wRZ,Reed Erwin
234149,harrisburg, north carolina, usa,"harrisburg , north carolina , usa",30,28075,420394445,NB8553,James Batts
234154,piqua, ohio, usa,"piqua , ohio , usa",30,45356,623609049,ozVG93q,Henry Black
234155,columbus, ohio, usa,"columbus , ohio , usa",19,43004,652647504,DqEgi3g2Y,Isreal Parrish
234894,moorestown, new jersey, usa,"moorestown , new jersey , usa",51,08057,456084364,snaqONrG6,Paul Boren
237838,farmington hills, michigan, usa,"farmington hills , michigan , usa",26,48167,257947908,wfWkCCzAEt,Linda Simmons
239538,willoughby, ohio, usa,"willoughby , ohio , usa",36,44094,330662225,VeyOpxZIBzIN,Coleen Gardner
242011,havelock, north carolina, usa,"havelock , north carolina , usa",30,28532,292687910,ZYi5d9o3,Terri Gonzalez
242261,norfolk, massachusetts, usa,"norfolk , massachusetts , usa",30,02056,272100224,rFKneP0z,Vincent Simmons
243001,fenton, missouri, usa,"fenton , missouri , usa",29,63026,193618726,1TWbh4pM5Ha7,John Hamill
244532,olympia, washington, usa,"olympia , washington , usa",60,98506,712052624,fsJcGJLx9A0wJMk,Thelma Duckworth
244883,portland, oregon, usa,"portland , oregon , usa",19,94135,308321151,iwM8hq,James Avila
246152,granbury, texas, usa,"granbury , texas , usa",25,76049,370902287,ZL9vHZ2Ym,Michael Cox
247025,shoreview, minnesota, usa,"shoreview , minnesota , usa",35,55126,773896958,UiiKgEUDFojnW85u,Lori Allen
250795,ferndale, washington, usa,"ferndale , washington , usa",20,98248,444752195,FDZ5xJbs0MTxPRBT,Richard Oliver
250798,columbus, ohio, usa,"columbus , ohio , usa",59,43004,739741257,3no3hkLph,Frances Fox
252662,san antonio, texas, usa,"san antonio , texas , usa",36,78006,747927865,U0FwGCCTm,Christopher Smith
252765,san antonio, texas, usa,"san antonio , texas , usa",20,78006,711120591,Gq4m35s,Fred Ware
253847,portland, oregon, usa,"portland , oregon , usa",26,94135,511845474,DQCMR6b,Annie Valenza
254293,harleysville, pennsylvania, usa,"harleysville , pennsylvania , usa",55,19438,158503966,5jpFmVnbHvhhINM5,Ryan Hughes
255857,rio rancho, new mexico, usa,"rio rancho , new mexico , usa",61,87114,319619617,eHqxjs6L,Dena Biddick
258883,londonderry, new hampshire, usa,"londonderry , new hampshire , usa",62,03032,430920881,6PXfaow0wfj,Carmine Wilson
259845,nashua, new hampshire, usa,"nashua , new hampshire , usa",31,03060,160647867,9ueET5AdbLI,Natalie Nowlin
261576,springfield, virginia, usa,"springfield , virginia , usa",40,22150,632370692,e0d2N0d1,Benjamin Sherman
262002,scottdale, pennsylvania, usa,"scottdale , pennsylvania , usa",56,15683,235702112,YkbIjsWj9bp,Neil Steiner
268578,upper township, new jersey, usa,"upper township , new jersey , usa",26,08223,333191152,1XCmzQTWNQa9BKdN,Mildred Samson
268875,st. louis, missouri, usa,"st. louis , missouri , usa",53,63101,685965965,Yk63DJLVnki,Juan Blackburn
273930,saginaw, michigan, usa,"saginaw , michigan , usa",33,48601,423386843,gSi21aG,Julie Swearingen
274025,manchester, new hampshire, usa,"manchester , new hampshire , usa",24,03101,328937822,llWLhDnbR0R,Lottie Cruz
276624,virginia beach, virginia, usa,"virginia beach , virginia , usa",28,23462,746764470,BeogCyFNTxe,Billy Cirillo
277542,charleston, south carolina, usa,"charleston , south carolina , usa",62,29401,575833743,QbgNjZsedIKkkXsU,Terrie Byerly
277675,san antonio, texas, usa,"san antonio , texas , usa",45,78006,228295644,tl2oujW,Christopher Riggins
278583,steele, missouri, usa,"steele , missouri , usa",57,63877,681170036,Zj8NupXmk5ZK,Mark Elliott
419,grove city, pennsylvania, usa,"grove city , pennsylvania , usa",60,16127,310055664,LfPjDaZn,Bertha Raap
709,roanoke, virginia, usa,"roanoke , virginia , usa",27,24001,753542406,MBAY6J,Robert Hennig
1359,houston, texas, usa,"houston , texas , usa",23,77001,556100279,bi9x2e,Thomas Verdin
1775,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",21,87101,536092250,RtipnOU,Catherine Yu
2082,akron, ohio, usa,"akron , ohio , usa",33,44223,575197822,eQSYpDQAmWV,Alice Vogelgesang
3418,san diego, california, usa,"san diego , california , usa",50,92103,523522641,dbigjjXTkI,Janet Underwood
4217,chantilly, virginia, usa,"chantilly , virginia , usa",28,20120,597029433,QkimpOCrqad397E,Leonard Martinez
4489,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",33,87101,288467270,cwabfihQhV6,Roseanne Sabella
4554,gibsonia, pennsylvania, usa,"gibsonia , pennsylvania , usa",53,15044,584508075,PBQTFjV,Ernest Townsend
4794,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",33,87101,667200869,yKEPBZzt31,Glenn Buckner
6831,yakima, washington, usa,"yakima , washington , usa",21,98901,389343418,1CnUJoEl,Kenneth Graves
7009,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",27,87101,690472759,SaiPY806Dk19bj,Lawanda Myers
7366,webster, massachusetts, usa,"webster , massachusetts , usa",62,01570,633103992,ZQPI26K5,Brandon Lowe
7403,terrell, texas, usa,"terrell , texas , usa",59,75161,690441505,rT5gIpjSg4Pu,Albert Howell
7685,asheville, north carolina, usa,"asheville , north carolina , usa",56,28715,649118957,QVh4CO9n7f,Raymond Kasper
7803,lacey, washington, usa,"lacey , washington , usa",46,98503,656846356,9e953zePU00oqNSQ,Debra Thomas
9094,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",24,87101,401081840,AWBrCJ8ddN,Timothy Bryan
9200,columbia, missouri, usa,"columbia , missouri , usa",59,65201,545233604,8XB403q,Kirk Plummer
9435,san francisco, california, usa,"san francisco , california , usa",42,94128,180395660,yjvQp6js1UXOJbd,William Lane
9664,chapin, south carolina, usa,"chapin , south carolina , usa",21,29036,208715213,OsOwtKO1eN,Clement Tibbs
9757,xenia, ohio, usa,"xenia , ohio , usa",44,45385,677610107,sIRPn0zqaxu,Tressa Hunter
11787,olympia, washington, usa,"olympia , washington , usa",51,98506,588405369,QLB6CNSb1j,Warren Green
11815,charlotte, north carolina, usa,"charlotte , north carolina , usa",21,28105,182281277,PtoZ1s,Nola Scott
12563,belchertown, massachusetts, usa,"belchertown , massachusetts , usa",41,01007,628695130,5oPOmkD21hVpO,Jillian Stephenson
12889,lexington, missouri, usa,"lexington , missouri , usa",65,64067,240210166,KZZGEf91LQ9my6eH,Leonor Citron
13499,independence, missouri, usa,"independence , missouri , usa",53,64015,490584103,f4BgcRWxi7H1Hc,Sarah Martin
14560,cohasset, massachusetts, usa,"cohasset , massachusetts , usa",40,02025,743839224,1kRlubHtkf,Tara Shiffer
14764,lacey, washington, usa,"lacey , washington , usa",55,98503,452550399,FMEtqaAYnN,Wayne Waldschmidt
16183,glen rock, new jersey, usa,"glen rock , new jersey , usa",65,07452,380837688,NcvJ4q0HA8,Harriett Stevens
16783,lebanon, new jersey, usa,"lebanon , new jersey , usa",26,08833,435620294,kFXZWb,Jasper Vanpelt
17078,howell, new jersey, usa,"howell , new jersey , usa",18,07710,598884276,jajhlKh8gCQH2,Alyssa Hightower
17196,grand rapids, michigan, usa,"grand rapids , michigan , usa",45,49501,195787030,WEnCJcq2gHTE1qw,David Mears
17763,springfield, missouri, usa,"springfield , missouri , usa",65,65619,762702278,yyDcnWxCitn,Felice Alvarez
18044,montgomery, texas, usa,"montgomery , texas , usa",19,77356,229791426,qhmZ4X,Ronald Putman
18610,englewood, new jersey, usa,"englewood , new jersey , usa",33,07631,535412192,h9TUloT,James Heady
18650,auburn, washington, usa,"auburn , washington , usa",41,98001,709486188,TMTdOp86c,Erin Mcgee
19016,wheatland, oklahoma, usa,"wheatland , oklahoma , usa",40,73097,749291225,h3m0aDN4EnAzbwkd,Darryl Fischer
19105,charlotte, north carolina, usa,"charlotte , north carolina , usa",21,28105,634913065,YFPoT513cZj46t,Sally Nelson
19624,waukesha, wisconsin, usa,"waukesha , wisconsin , usa",30,53072,377192016,wS94i3sLlPd,Wesley Palmer
19753,st.louis, missouri, usa,"st.louis , missouri , usa",38,63101,711381468,yj9cEIBhz,Albina Myers
20541,portland, oregon, usa,"portland , oregon , usa",42,94135,186587587,Ats3KQEkQMy4q,Mary Erickson
20864,san antonio, texas, usa,"san antonio , texas , usa",28,78006,287939134,zouhZYqcDr,Isaac Robles
21480,boston, pennsylvania, usa,"boston , pennsylvania , usa",35,15135,339430766,gbOG85Qk6R,Frank Duncan
21575,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",25,87101,682927461,NPyZTHxZDwJz89,Ronald Williams
21581,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",38,87101,200632814,7P0OMSoTgxU,Preston Montgomery
24125,st. louis, missouri, usa,"st. louis , missouri , usa",50,63101,654093343,hU0VHD4v8b,Vincent Cote
24140,myerstown, pennsylvania, usa,"myerstown , pennsylvania , usa",26,17067,159384588,uEDiHNYrN8,David Smith
25051,baltimore, maryland, usa,"baltimore , maryland , usa",41,21201,313525396,zPyTq2RVqP,Steve Bolding
25147,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",33,87101,383605606,jaxFu4,Carolyn Frye
25751,saint paul, minnesota, usa,"saint paul , minnesota , usa",53,55101,523100149,guSFNP910n85Jf,Bobby Hubbard
26026,gays mills, wisconsin, usa,"gays mills , wisconsin , usa",36,54631,655142979,Msq3S1U2Mr0MK,Miriam Vang
26070,houston, texas, usa,"houston , texas , usa",28,77001,641196788,vVxxbTnNqF,Carrie Davey
26197,new bern, north carolina, usa,"new bern , north carolina , usa",28,28560,496518753,ijMpO0pWoWWUPZ,Peter Rosario
26537,centerburg, ohio, usa,"centerburg , ohio , usa",62,43011,338636868,tFrueNYel,Daphne Salerno
26697,cedarville, ohio, usa,"cedarville , ohio , usa",28,45314,645844054,nGahj1ihE5eOqka,Jo Bellocchio
27333,nashua, new hampshire, usa,"nashua , new hampshire , usa",56,03060,343046426,I3ljobaCj0,Kevin Simonson
27468,west allis, wisconsin, usa,"west allis , wisconsin , usa",24,53214,629401946,cbOxMI7InQ0pP8,Edwina Freer
27513,lincoln, nebraska, usa,"lincoln , nebraska , usa",23,68501,693233795,DkqDvJujPchun9VR,Clara Reardon
27563,conway, south carolina, usa,"conway , south carolina , usa",47,29526,191698522,0unvsrwiKK3,Anthony Piercy
28588,seattle, washington, usa,"seattle , washington , usa",42,98101,736391188,BrBpPty,Christopher Shaw
29173,shaker heights, ohio, usa,"shaker heights , ohio , usa",47,44118,787498385,0kDOOhq7,Joann Boatright
29959,jackson, missouri, usa,"jackson , missouri , usa",22,63755,498621628,1jszwWWwBLK,Robert Getz
30258,shorewood, wisconsin, usa,"shorewood , wisconsin , usa",53,53211,792442914,Bc1IuF03u9ywqsU,Lana Chadwick
30513,columbia, missouri, usa,"columbia , missouri , usa",44,65201,483678108,CwFeOjRQCGjv,Charles Mieles
30668,upper darby, pennsylvania, usa,"upper darby , pennsylvania , usa",20,19018,190484234,Y1Eo6xqpbrhs,Lonnie Bodner
30707,flint, michigan, usa,"flint , michigan , usa",27,48501,548041004,nWMaX0VfJIJ,Michelle Wynn
31960,fremont, wisconsin, usa,"fremont , wisconsin , usa",42,54940,661313712,yRvWrXEHqcYGlHy,Daniel Tegeler
31983,byron, minnesota, usa,"byron , minnesota , usa",43,55920,177052350,fTlKHEyXW,Marcia Cooper
32075,fairfax station, virginia, usa,"fairfax station , virginia , usa",56,22030,466448112,Ll6TLz,Tammy Lewis
33155,raleigh, north carolina, usa,"raleigh , north carolina , usa",50,27513,404354031,me95YiM4Fm73,John Osborne
35324,xenia, ohio, usa,"xenia , ohio , usa",39,45385,252655510,FYSTv2U9oX,Eddie Cotrell
36797,avon lake, ohio, usa,"avon lake , ohio , usa",54,44012,648791024,Q68rjAn,Marleen Mach
39457,xenia, ohio, usa,"xenia , ohio , usa",46,45385,443423418,MGlDBJnIq,Evette Venable
39737,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",62,87101,368450950,3tYUlbRqOU,Kayla Blanco
40952,pgh, pennsylvania, usa,"pgh , pennsylvania , usa",19,15106,279243159,tNaAlR9BR9aC,Robert Basden
44130,salt lake city, utah, usa,"salt lake city , utah , usa",29,84044,773742807,LbWJqX67Md,Gary Kimura
45181,florence, south carolina, usa,"florence , south carolina , usa",40,29501,762778793,o71pv8GQvWEWzaC,Steven Malone
46182,cumberland, rhode island, usa,"cumberland , rhode island , usa",27,02863,212805873,fFeQVI,Nathaniel Vachon
46443,asheville, north carolina, usa,"asheville , north carolina , usa",56,28715,631312033,Ry5wH4QH,Nick Sheffield
46570,charleston, west virginia, usa,"charleston , west virginia , usa",60,25301,681892480,fWvZTF4WZ,Philip Bailey
47787,lexington, massachusetts, usa,"lexington , massachusetts , usa",32,01731,370437300,9ZV7T5bJ1yCjWqP,Travis Duvall
48183,oak harbor, washington, usa,"oak harbor , washington , usa",28,98277,207717736,3TbZYuxi45jEq,Mickey Kramer
48226,chesapeake, virginia, usa,"chesapeake , virginia , usa",62,23325,394113962,uiMwk0MXQ59,Danny Picard
48652,st. peters, missouri, usa,"st. peters , missouri , usa",50,63301,510920968,z3hwN1waI3iFKAjJ,Evelyn Masin
49646,san diego, california, usa,"san diego , california , usa",52,92119,599108339,RUmWTYHAlm,David Elrick
49753,burlington, wisconsin, usa,"burlington , wisconsin , usa",64,53105,527380946,zKt8Ee9zzR,Arthur Little
50146,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",35,87101,315329152,uKkXXX03NV4mh,Jason Brandenburg
50323,durham, north carolina, usa,"durham , north carolina , usa",27,27517,340443085,v82vp1moI,James Puckett
50523,charleston, south carolina, usa,"charleston , south carolina , usa",63,29401,585955955,frqiSlvt8,Margarita Cooks
51062,ann arbor, michigan, usa,"ann arbor , michigan , usa",21,48103,407587206,cibrE0,Annie Rosario
51295,detroit, michigan, usa,"detroit , michigan , usa",37,48127,711747190,XCcuH22nLzE9K2zB,Kimberly Montgomery
51330,vienna, virginia, usa,"vienna , virginia , usa",27,22180,654468346,CyMokhj9GF9N,Darrin Green
51626,massillon, ohio, usa,"massillon , ohio , usa",37,44646,379245652,mh50aQMAbKK,Robert Louie
51735,schertz, texas, usa,"schertz , texas , usa",20,78108,496853737,63ZLJO,Fay Gayton
51820,missoula, montana, usa,"missoula , montana , usa",57,59801,194128293,SZ0UDbk,Herbert Reaves
52082,madill, oklahoma, usa,"madill , oklahoma , usa",58,73446,668856832,rwDvmmCToTNLb,Steven Yoder
52770,xenia, ohio, usa,"xenia , ohio , usa",40,45385,275916420,3gPsa0WGZr,Lauren Wheeler
52787,albany, texas, usa,"albany , texas , usa",59,76430,338188126,4XeVFU48cUx9,Billy Luna
52792,xenia, ohio, usa,"xenia , ohio , usa",22,45385,728317613,u7zCzfhUbVw5tc2,Alan Matyas
52987,shelton, washington, usa,"shelton , washington , usa",51,98584,493386895,9lfsNYA7,Philip Aston
53355,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",61,87101,302990715,mPYOYY1A5omIypyd,Latonia Beauchamp
54333,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",19,87101,189839631,O0Q3AyL,Ernestine Mayo
54411,rutherford, new jersey, usa,"rutherford , new jersey , usa",18,07070,519286758,suyrPiVkKzo38Y,Edwin Pierce
55158,portland, oregon, usa,"portland , oregon , usa",54,94135,227959461,3fOD7j,Darryl Dunn
55311,petersburg, ohio, usa,"petersburg , ohio , usa",40,44454,513414494,evjEP6eWEfsY,Aaron Sharpe
55413,rising star, texas, usa,"rising star , texas , usa",48,76471,172449166,IQ5FyaD,Douglas Sparks
56367,leavittsburg, ohio, usa,"leavittsburg , ohio , usa",41,44430,181024499,zUDsAGGiC,Luisa Alexander
56511,edmond, oklahoma, usa,"edmond , oklahoma , usa",24,73003,468663182,zz1ASYySW,Dale Risley
56987,albuquerque, new mexico, usa,"albuquerque , new mexico , usa",61,87101,474316553,LRj5Uk,Kurt Waugh
56990,creve coeur, missouri, usa,"creve coeur , missouri , usa",24,63132,219568892,2yrlEVy8fNW,Thomas Vest
